dataset,traj_id,missing_count,player_mae_m,player_rmse_m,b23_mae_m,b23_rmse_m,b28_mae_m,b28_rmse_m,player_minus_b23_mae_m,player_minus_b28_mae_m
16,6873,92,414.10165461582386,482.4859253244012,114.08108987838347,143.92267551113738,114.10566034639417,143.51682535555074,300.0205647374404,299.9959942694297
16,6963,157,444.4045484357252,474.6099409290316,155.10232482975437,197.10681394224014,152.12067044882457,190.33915219214344,289.3022236059708,292.2838779869006
16,7242,103,304.2504647008191,352.34447132379466,142.99280975529615,185.05008335543712,144.53706111513782,189.16414212021942,161.25765494552297,159.7134035856813
16,8085,80,326.6511554121031,428.12351394097163,158.9520821358148,202.94980681522324,143.1417658301068,189.7772787240256,167.6990732762883,183.5093895819963
16,8147,54,259.9924312457693,378.8485089732129,129.40131221585247,163.1844022876643,121.58565809239938,142.48481895528866,130.59111902991683,138.4067731533699
16,8762,111,430.6503910276088,500.05649591596347,199.05850113268755,238.21103491149492,212.73998188126907,264.060178223623,231.59188989492125,217.91040914633973
16,8999,96,404.55669418721357,502.35959526403013,161.21466353841743,197.21184214048967,170.02812606900557,207.66896603440077,243.34203064879614,234.528568118208
16,10663,113,289.9795698927454,376.97024189157486,132.12944826162266,163.7783348418726,130.73879366432294,160.67912947645908,157.85012163112276,159.24077622842248
16,11229,80,585.0617293363641,711.1119935986546,250.05882934379662,307.7039540460711,274.94232340396275,355.105105771425,335.0028999925675,310.1194059324014
16,11441,76,480.37379777250015,629.4747629027255,213.7674734801244,286.24939050334143,214.76266307064182,292.8609319405504,266.60632429237575,265.6111347018583
16,11895,54,348.0914542373899,430.9929644303616,104.73288691516476,117.36581250609743,100.72631878222872,117.66397508044747,243.35856732222513,247.36513545516118
16,12283,51,268.607822946022,337.4787220952998,141.61877832742252,183.52581622891347,94.91973956991022,115.12155874492768,126.98904461859948,173.68808337611176
16,12559,66,265.75360729553233,373.15831414971365,110.91127754041354,145.01620134119565,111.39841757506841,141.6703466205984,154.84232975511878,154.35518972046393
